entity	neighbors
__adman_1	publiciser
__administer_1	care, manage
__administer_3	apply, deal, allot
__administer_4	digitalize, inject, medicine, transfuse
__administration_1	judicature, business, organisation
__administration_2	executive, government officials, county council, bench, body, curia, authorities, hierarchy, management
__administrative_body_1	ordnance survey, inland revenue, social unit, council, international law enforcement agency, intelligence, commission
__administrative_district_1	federal district, municipality, county, borough, commune, reservation, city, province, district, lower egypt, ward, khabarovsk, shire, country
__administrative_official_1	functionary, bean counter, procurator
__administrator_1	executive, director, land agent, hosteller
__administrator_3	chief
__admiral_1	drake, flag officer
__admiral_byrd_1	naval officer, adventurer
__admiralty_law_1	jurisprudence, barratry
__admiration_1	approval, liking, glorification
__admirer_1	advocate, enthusiast
__admirer_3	lover, enthusiast
__admission_2	acknowledgement, confession
__admit_2	involve, allow
__admixture_1	ingredient, impureness
__admonition_1	advice
__adobe_1	brick
__adolescence_1	youth, puberty, genital phase, time of life
__adolescent_1	juvenile, chebab, rocker, young buck, punk, mod
__adolf_hitler_1	german nazi, dictator
__adonis_2	adonis annua
__adonis_annua_1	adonis, flower
__adopt_1	choose, take office
__adopt_2	accept, take
__adopt_3	authorship, compose
__adopt_4	accept
__adoption_2	jurisprudence, legal proceeding
__adoption_3	appropriation, crossover
__adoration_1	worship, love
__adoring_1	loving
__adorn_1	pipe, illuminate, fringe, foliate, color, bard, lacquer, bespangle, bead, flag, enamel, broider, landscape
__adorn_2	be
__adorned_1	encircled, beaded, crested
__adornment_1	flounce, bangle, epaulet, decoration, passementerie, band, pendant, jewellery
__adp_system_1	platform, system, auxiliary equipment
__adrenal_1	ductless gland, adrenal medulla
__adrenal_cortex_1	cortex, ductless gland
__adrenal_cortical_steroid_1	cortisone, decadron, aldactone, glucocorticoid
__adrenal_medulla_1	adrenal
__adrenalin_1	pressor, neurotransmitter, endocrine
__adrianople_1	city, republic of turkey
__adriatic_1	mediterranean, sea
__adscript_1	printing, unfree
__adsuki_bean_1	genus vigna, legume
__adulator_1	follower, crawler
__adult_1	professional, host, golden ager, individual, adult female, centrist, disarmer, case, adult body, elder, man of the world
__adult_body_1	anatomy, adult, bush
__adult_female_1	divorcee, fille, adult, maenad, wac, broad, heroine, yellow woman, black woman, houri, head nurse, delilah, mestiza, gravida, adult female body, girlfriend, fancy woman, ball breaker, donna, geisha, wave, nullipara, girl, dame, old woman, inamorata, amazon, nanny, materfamilias, white woman, eyeful
__adult_female_body_1	boob, menorrhea, adult female, female body
__adult_male_1	buster, japheth, inamorato, ham, iron man, adult male body, yellow man, esq, graybeard, cain, father figure, beau, posseman, seth, shem, young buck, black man, paterfamilias, hooray henry, white man
__adult_male_body_1	male body, adult male, beard
__adult_onset_diabetes_1	diabetes mellitus
__adulterate_1	corrupt
__adulteration_1	impureness
__adulterer_1	debauchee
__adulthood_1	mid twenties, voting age, legal age, drinking age, time of life, teens, middle age, forties, fifties
__adulthood_2	matureness
__adumbrate_1	depict, block out
__adumbration_1	anticipation
__adust_1	brunet, dry
__advance_1	edge, overhaul, change of location, elapse, encroach
__advance_2	accommodation, advise, resurgence, shift
__advance_3	increase
__advance_4	motion, carry, spur, back up
__advance_5	amount, displace
__advance_6	hit, steal, increase
__advance_7	develop
__advance_9	tenure, bring up
__advanced_research_and_development_activity_1	agency, ic
__advancement_3	development
__advantage_1	handicap, gain, good, favorable position, clout, advantageousness, expedience
__advantage_2	benefit
__advantageousness_1	advantage
__advent_1	arrival
__advent_2	manifestation, christian theology
__adventitia_1	membrane, albuginea
__adventure_1	labor, assay
__adventurer_1	mercenary, argonaut, daredevil, casanova
__adventurer_2	admiral byrd, clark, frobisher, potholer, bougainville, david livingstone, kund johan victor rasmussen, henry mstanley, navigator, henry rowe schoolcraft, conquistador, fridtjof nansen, bartlett
__adversary_1	individual, withstander, luddite, antichrist
__adverse_1	unfavorable
__adversity_1	low water mark, ill being
__advert_1	listen
__advert_3	commend, have in mind
__advertise_2	bill, propagandise, agitate
__advice_1	admonition, proposal
__advil_1	nonsteroidal anti inflammatory
__advise_1	discuss, exhort, deter, inform
__advise_2	advocate, feed back, advance
__advisement_1	consideration
__adviser_1	counsellor, amicus curiae, military adviser
__advisory_board_1	kashag
__advocate_1	advise, exhort
__advocate_2	admirer, federalist, interpreter, individual, darwinian, supremacist, nationalist, separationist, thatcherite, democrat
__advocate_3	jurisprudence, attorney
__adzhar_1	province, georgia
__aec_1	executive agency, executive branch
__aedes_1	aedes aegypti, culicidae, aedes albopictus, arthropod genus
__aedes_aegypti_1	aedes
__aedes_albopictus_1	mosquito, aedes
__aegadean_islands_1	mediterranean, sicilia, island
__aegean_1	mediterranean, sea, aegean island
__aegean_civilisation_1	civilisation
__aegean_island_1	lesbos, dhodhekanisos, aegean, chios, island, cyclades, rhodes
__aegiceras_1	asterid dicot genus, aegiceras majus
__aegiceras_majus_1	aegiceras, tree
__aegilops_1	liliopsid genus, aegilops triuncalis, family graminaceae
__aegilops_triuncalis_1	grass, aegilops
__aegina_1	ellas
__aegis_2	armor plate
__aegospotami_1	republic of turkey, brook
__aegypius_1	aegypius monachus
__aegypius_monachus_1	old world vulture, aegypius
__aengus_1	celtic deity
__aeolia_1	lesbos
__aeon_1	gnosticism, spiritual being
__aeon_2	archaeozoic, precambrian, era, phanerozoic, proterozoic
__aeonium_1	plant genus, aeonium haworthii
__aeonium_haworthii_1	subshrub, aeonium
__aepyceros_1	aepyceros melampus, bovidae
__aepyceros_melampus_1	aepyceros, antelope
__aepyornidae_1	aepyorniformes, bird family, genus aepyornis
__aepyorniformes_1	aves, animal order, aepyornidae
__aepyornis_1	flightless bird, genus aepyornis
__aerial_1	pass, aircraft, air
__aerial_2	electrical device, directional antenna, air, botany, nondirectional antenna
__aerify_1	change integrity
__aerobacter_1	enterobacteriaceae, bacteria genus
__aerodrome_1	air terminal, kennedy, airdock, control tower
__aerodynamic_1	natural philosophy, smooth
__aerofoil_1	horizontal stabiliser, rotary wing, trailing edge, flap, aileron, rudder, wing, leading edge, elevator, vertical tail
__aerogenerator_1	generator, blade
__aeronaut_1	howard hughes, billy mitchell, skilled worker
__aeronautics_1	semirigid, astrogate, rigid, load factor, dynamic balance
__aerophyte_1	strangler, flora, black moss, clusia insignis, aeschynanthus
__aeroplane_1	defroster, attack aircraft, fuel pod, circumnavigation, dip circle, astern, highjacker, heavier than air craft, accelerator, prang, airliner, fuselage, passenger, escape hatch, drift, navigation light, propeller plane, place, wing, radar dome, atomic number 22, amphibian
__aerosol_1	pepper spray, dispenser
__aerosol_bomb_1	bomb, fae
__aeschynanthus_1	genus aeschynanthus, aerophyte
__aesculus_1	dicot genus, family hippocastanaceae, aesculus hippocastanum
__aesculus_hippocastanum_1	aesculus, angiospermous tree
__aesthesis_1	odor, synaesthesia, limen
__aesthetic_1	philosophy, philosophical doctrine, cosmetic, painterly
__aesthetics_1	philosophy, art
__aestivate_1	catch some z s
__aestivation_1	zoological science, flower bud, dormancy, botany
__aethionema_1	stone cress
__aethusa_1	rosid dicot genus, aethusa cynapium
__aethusa_cynapium_1	poisonous plant, aethusa
__aetiology_1	philosophy, cause
__aetobatus_1	fish genus, aetobatus narinari
__aetobatus_narinari_1	aetobatus, eagle ray
__afars_and_issas_1	arab league, african country, horn of africa, africa
__affability_1	friendliness
__affair_3	ceremonial, celebration
__affect_1	strike a blow, color, bother, alter, endanger, act upon, subject, excite
__affect_2	stir, cloud, disturb, surprise, bear on
__affect_3	feeling, bull
__affectation_1	feigning
__affection_1	protectiveness, feeling, attachment
__affective_disorder_1	clinical depression, disturbance, bipolar disorder, mania
__afferent_1	afferent neuron
__afferent_neuron_1	afferent, nerve cell
__affiliate_1	interact
__affiliate_2	associate
__affinal_1	related, anthropology
__affinity_4	biological science, family relationship
__affirm_1	verify, document, back
__affirm_2	declare
__affirmation_3	jurisprudence, judgement
__affirmer_1	communicator
__affix_1	post, attach
__affix_2	postfix, bound form
__afflict_3	hurt
__affliction_2	health problem, deformity
__affliction_3	attack, calvary, trouble
__affluence_1	wealth
__affluent_1	branch
__afford_2	open, allow
__affright_1	terrify, bluff, intimidate, fear, awe
__affront_1	discourtesy, bruise
__afghan_2	asian, afghanistan
__afghan_3	iranian, jirga
__afghanistan_1	mazar i sharif, asia, hindu kush, jalalabad, capital of afghanistan, herat, pamir mountains, loya jirga, kandahar, afghan, al qa ida
__afisr_1	air force, agency, ic
__aflaxen_1	nonsteroidal anti inflammatory
__afraid_1	frightened
__aframomum_1	plant genus, family zingiberaceae, aframomum melegueta
__aframomum_melegueta_1	aframomum, herb
__afrasian_1	hamitic, chad, natural language
__africa_1	maghreb, boer war, cameroon, roman empire, great rift valley, tanzania, islamic republic of mauritania, congo, east africa, libya, horn of africa, ghana, republic of uganda, kingdom of swaziland, african country, lake victoria, madagascar, togo, black, ottoman empire, ameer, botswana, central africa, barbary, cote d ivoire, nubia, afars and issas, niger, republic of zimbabwe, republic of sierra leone, chari, continent, sahara, mocambique, republic of senegal, campaign, west africa, kenya, lake tanganyika, guine bissau, basutoland, republic of south africa, black africa, gabon, eastern hemisphere
__african_american_music_1	r and b, blues, genre, soul, hip hop
__african_chameleon_1	chamaeleon
__african_clawed_frog_1	tongueless frog, genus xenopus
__african_coral_snake_1	aspidelaps, coral snake
__african_country_1	cameroon, tanzania, islamic republic of mauritania, congo, arab republic of egypt, republic of uganda, kingdom of swaziland, abyssinia, madagascar, al magrib, french sudan, chad, botswana, central africa, cote d ivoire, afars and issas, malawi, niger, republic of zimbabwe, benin, republic of sierra leone, africa, republic of the sudan, belgian congo, kenya, somalia, guine bissau, gabon
__african_daisy_1	flower
__african_elephant_1	genus loxodonta, elephant
__african_gray_1	genus psittacus, parrot
__african_hemp_1	genus sparmannia, bush
__african_lily_1	agapanthus, genus agapanthus
__african_millet_1	millet, eleusine
__african_sandalwood_1	baphia, tree
__african_scented_mahogany_1	mahogany
__african_violet_1	genus saintpaulia, flower
__african_walnut_1	genus lovoa, tree
__african_yellowwood_1	conifer, genus podocarpus
__afrl_1	air force, agency
__afrocarpus_1	gymnosperm genus, family podocarpaceae, afrocarpus falcata
__afrocarpus_falcata_1	gymnospermous yellowwood, afrocarpus
__afspc_1	air force, command
__after_part_1	ship, back, skeg
__afterlife_1	life
__aftermath_1	consequence
__aftermath_2	final result, corollary
__afternoon_2	farewell, greeting
__afternoon_tea_1	meal
__afters_1	course, ambrosia, charlotte, trifle, frozen dessert
__afterthought_1	change of mind
__ag_1	noble metal, argentite, sterling silver, silver
__aga_1	form of address
__agalinis_1	family scrophulariaceae, asterid dicot genus
__agamid_1	chlamydosaurus kingi, lizard, agamidae, dragon
__agamidae_1	reptile family, genus moloch, draco, agamid, genus agama, chlamydosaurus
__agamogenesis_1	fission, apomixis
__agapanthus_1	african lily, genus agapanthus, liliaceous plant
__agapornis_1	family psittacidae, bird genus
__agar_1	culture medium
__agaric_1	fungus, fomes
__agaricaceae_1	genus marasmius, genus lactarius, genus russula, agaricales, fungus family, amanita
__agaricales_1	agaricaceae, family russulaceae, family thelephoraceae, family lepiotaceae, family volvariaceae, agaric, fungus order, basidiomycota, family pluteaceae, boletaceae, coprinaceae, family hygrophoraceae, family tricholomataceae, family hydnaceae
__agaricus_1	agaricus campestris, agaricus arvensis
__agaricus_arvensis_1	agaricus, agaric
__agaricus_campestris_1	agaricus, agaric
__agastache_1	family labiatae, giant hyssop, asterid dicot genus
__agathis_1	gymnosperm genus, agathis lanceolata, dammar pine, agathis robusta
__agathis_lanceolata_1	agathis, dammar pine
__agathis_robusta_1	agathis, dammar pine
__agavaceae_1	genus polianthes, dracaenaceae, liliales, genus sansevieria, cordyline, genus yucca, genus dracaena, agave
__agave_1	agave tequilana, bear grass, agave americana, dracaena, agave sisalana, agavaceae, bowstring hemp, agave cantala, desert plant
__agave_americana_1	agave, genus agave
__agave_cantala_1	agave, genus agave
__agave_sisalana_1	agave, genus agave
__agave_tequilana_1	agave, genus agave
__agdestis_1	family phytolaccaceae, caryophylloid dicot genus
__age_1	minority, voting age, legal age, time of life, life
__age_2	eighties, dote, turn, mid seventies, time of life, develop, mid sixties, mid nineties
__age_3	year dot
__age_5	antiquity, dark ages, history, epoch, italian renaissance
__age_bracket_1	aged, people
__age_of_fishes_1	geological period, paleozoic
__age_of_mammals_1	phanerozoic
__age_of_man_1	geological period, glacial epoch, holocene
__age_of_reptiles_1	era, triassic, cretaceous, jurassic
__aged_1	age bracket
__aged_3	preserved
__ageing_1	biological process, old
__agelaius_1	family icteridae, agelaius phoeniceus, bird genus
__agelaius_phoeniceus_1	agelaius, blackbird
__agency_1	fws, bureau of engraving and printing, army, counterterrorist center, afisr, faa, u sarmy criminal investigation laboratory, patent and trademark office database, nonproliferation center, united states border patrol, air force, naval surface warfare center, bureau of the census, national weather service, national institute of standards and technology, uscoast guard, defense information systems agency, national technical information service, phs, national institutes of health, ai, local authority, executive agency, advanced research and development activity, federal housing administration, transportation security administration, national geospatial intelligence agency, financial management service, naval underwater warfare center, defense reutilization and marketing service, ballistic missile defense organization, foreign service, afrl, defense technical information center, occupational safety and health administration, bureau of customs, government printing office, technology administration, fda, bureau of intelligence and research, national climatic data center, casualty care research center, navy, cdc, national guard bureau, ahpcrc, national oceanic and atmospheric administration, national park service, department of defense laboratory system, darpa, bjs, naval air warfare center weapons division, marine corps intelligence activity, naval research laboratory, effectuation, naval special warfare
